captured_at	value
2021-12-19T01:29:32.000Z	2500
2021-12-19T01:29:37.000Z	3100
2021-12-19T01:29:42.000Z	2700
2021-12-19T01:29:47.000Z	2700
2021-12-19T01:29:52.000Z	2900
2021-12-19T01:29:57.000Z	2700
2021-12-19T01:30:02.000Z	2800
2021-12-19T01:30:07.000Z	2900
2021-12-19T01:30:12.000Z	3200
2021-12-19T01:30:17.000Z	3500
2021-12-19T01:30:22.000Z	3600
2021-12-19T01:30:27.000Z	3700
2021-12-19T01:30:32.000Z	3700
2021-12-19T01:30:37.000Z	3200
2021-12-19T01:30:42.000Z	3300
2021-12-19T01:30:47.000Z	3200
2021-12-19T01:30:52.000Z	3200
2021-12-19T01:30:57.000Z	3400
2021-12-19T01:31:02.000Z	3300
2021-12-19T01:31:07.000Z	3100
2021-12-19T01:31:12.000Z	2900
2021-12-19T01:31:17.000Z	2400
2021-12-19T01:31:22.000Z	2800
2021-12-19T01:31:27.000Z	2800
2021-12-19T01:31:32.000Z	3200
2021-12-19T01:31:37.000Z	3100
2021-12-19T01:31:42.000Z	3300
2021-12-19T01:31:47.000Z	3500
2021-12-19T01:31:52.000Z	3400
2021-12-19T01:31:57.000Z	3500
2021-12-19T01:32:02.000Z	3800
2021-12-19T01:32:07.000Z	4000
2021-12-19T01:32:12.000Z	4100
2021-12-19T01:32:18.000Z	4400
2021-12-19T01:32:23.000Z	4300
2021-12-19T01:32:28.000Z	4300
2021-12-19T01:32:33.000Z	3800
2021-12-19T01:32:38.000Z	4200
2021-12-19T01:32:43.000Z	4000
2021-12-19T01:32:48.000Z	3900
2021-12-19T01:32:53.000Z	4000
2021-12-19T01:32:58.000Z	3800
2021-12-19T01:33:03.000Z	3300
2021-12-19T01:33:08.000Z	3400
2021-12-19T01:33:13.000Z	3200
2021-12-19T01:33:18.000Z	3100
2021-12-19T01:33:23.000Z	2600
2021-12-19T01:33:28.000Z	2600
2021-12-19T01:33:33.000Z	2700
2021-12-19T01:33:38.000Z	2700
2021-12-19T01:33:43.000Z	2700
2021-12-19T01:33:48.000Z	2800
2021-12-19T01:33:53.000Z	2800
2021-12-19T01:33:58.000Z	2800
2021-12-19T01:34:03.000Z	3000
2021-12-19T01:34:08.000Z	2700
2021-12-19T01:34:13.000Z	2900
2021-12-19T01:34:18.000Z	3200
2021-12-19T01:34:23.000Z	3500
2021-12-19T01:34:28.000Z	3600
2021-12-19T01:34:33.000Z	3700
2021-12-19T01:34:38.000Z	3400
2021-12-19T01:34:43.000Z	3200
2021-12-19T01:34:48.000Z	3200
2021-12-19T01:34:53.000Z	3100
2021-12-19T01:34:58.000Z	3600
2021-12-19T01:35:03.000Z	3400
2021-12-19T01:35:08.000Z	3500
2021-12-19T01:35:13.000Z	3400
2021-12-19T01:35:18.000Z	3100
2021-12-19T01:35:23.000Z	2800
2021-12-19T01:35:28.000Z	2600
2021-12-19T01:35:33.000Z	2600
2021-12-19T01:35:38.000Z	2600
2021-12-19T01:35:43.000Z	2700
2021-12-19T01:35:48.000Z	2700
2021-12-19T01:35:53.000Z	2500
2021-12-19T01:35:58.000Z	2200
2021-12-19T01:48:26.000Z	3200
2021-12-19T01:48:31.000Z	2800
2021-12-19T01:48:36.000Z	2700
2021-12-19T01:48:41.000Z	2700
2021-12-19T01:48:46.000Z	3000
2021-12-19T01:48:51.000Z	3200
2021-12-19T01:48:56.000Z	3100
2021-12-19T01:49:01.000Z	2800
2021-12-19T01:49:06.000Z	2900
2021-12-19T01:49:11.000Z	3900
2021-12-19T01:49:16.000Z	4000
2021-12-19T01:49:21.000Z	4200
2021-12-19T01:49:26.000Z	4400
2021-12-19T01:49:31.000Z	4300
2021-12-19T01:10:42.000Z	4000
2021-12-19T01:10:47.000Z	4100
2021-12-19T01:10:53.000Z	3700
2021-12-19T01:10:58.000Z	3600
2021-12-19T01:11:03.000Z	3600
2021-12-19T01:11:08.000Z	3500
2021-12-19T01:11:13.000Z	3200
2021-12-19T01:11:18.000Z	3200
2021-12-19T01:11:23.000Z	3000
2021-12-19T01:11:28.000Z	3200
2021-12-19T01:11:33.000Z	3100
2021-12-19T01:11:38.000Z	2900
2021-12-19T01:11:43.000Z	2700
2021-12-19T01:11:48.000Z	2300
2021-12-19T01:11:53.000Z	2600
2021-12-19T01:11:58.000Z	3000
2021-12-19T01:12:03.000Z	3000
2021-12-19T01:12:08.000Z	2900
2021-12-19T01:12:13.000Z	3200
2021-12-19T01:12:18.000Z	3000
2021-12-19T01:12:23.000Z	3000
2021-12-19T01:12:28.000Z	2900
2021-12-19T01:12:33.000Z	2700
2021-12-19T01:12:38.000Z	3300
2021-12-19T01:12:43.000Z	3200
2021-12-19T01:12:48.000Z	3200
2021-12-19T01:12:53.000Z	2900
2021-12-19T01:12:58.000Z	2700
2021-12-19T01:13:03.000Z	2800
2021-12-19T01:13:08.000Z	2800
2021-12-19T01:13:13.000Z	2700
2021-12-19T01:13:18.000Z	3100
2021-12-19T01:13:23.000Z	3300
2021-12-19T01:13:28.000Z	3400
2021-12-19T01:13:33.000Z	3700
2021-12-19T01:13:38.000Z	3300
2021-12-19T01:13:43.000Z	3500
2021-12-19T01:49:36.000Z	4300
2021-12-19T01:49:42.000Z	4400
2021-12-19T01:49:47.000Z	4200
2021-12-19T01:49:52.000Z	4400
2021-12-19T01:49:57.000Z	4600
2021-12-19T01:50:02.000Z	4800
2021-12-19T01:50:07.000Z	4700
2021-12-19T01:50:12.000Z	3800
2021-12-19T01:50:17.000Z	3600
2021-12-19T01:50:22.000Z	3900
2021-12-19T01:50:27.000Z	3700
2021-12-19T01:50:32.000Z	4000
2021-12-19T01:50:37.000Z	4200
2021-12-19T01:50:42.000Z	4000
2021-12-19T01:50:47.000Z	3800
2021-12-19T01:50:52.000Z	3600
2021-12-19T01:50:57.000Z	3500
2021-12-19T01:51:02.000Z	3400
2021-12-19T01:51:07.000Z	3600
2021-12-19T01:51:12.000Z	3400
2021-12-19T01:51:17.000Z	3600
2021-12-19T01:51:22.000Z	3100
2021-12-19T01:51:27.000Z	3200
2021-12-19T01:51:32.000Z	3300
2021-12-19T01:51:37.000Z	3100
2021-12-19T01:51:42.000Z	3700
2021-12-19T01:51:47.000Z	3500
2021-12-19T01:51:52.000Z	3500
2021-12-19T01:51:57.000Z	3600
2021-12-19T01:52:02.000Z	3500
2021-12-19T02:31:16.000Z	3800
2021-12-19T02:31:21.000Z	4000
2021-12-19T02:31:26.000Z	4200
2021-12-19T02:31:31.000Z	4300
2021-12-19T02:31:36.000Z	4600
2021-12-19T01:52:07.000Z	3100
2021-12-19T01:52:12.000Z	3100
2021-12-19T01:52:17.000Z	2900
2021-12-19T01:52:22.000Z	3100
2021-12-19T01:52:27.000Z	3200
2021-12-19T01:52:32.000Z	2900
2021-12-19T01:52:37.000Z	3200
2021-12-19T01:52:42.000Z	2800
2021-12-19T01:52:47.000Z	3000
2021-12-19T01:52:52.000Z	2800
2021-12-19T01:52:57.000Z	2700
2021-12-19T01:53:02.000Z	3000
2021-12-19T01:53:07.000Z	3300
2021-12-19T01:53:12.000Z	3700
2021-12-19T01:53:17.000Z	3900
2021-12-19T01:53:22.000Z	3900
2021-12-19T01:53:27.000Z	3800
2021-12-19T01:53:32.000Z	4100
2021-12-19T01:53:37.000Z	4000
2021-12-19T01:53:42.000Z	4000
2021-12-19T01:53:48.000Z	4000
2021-12-19T01:53:53.000Z	4200
2021-12-19T01:53:58.000Z	4600
2021-12-19T01:54:03.000Z	4700
2021-12-19T01:54:08.000Z	4700
2021-12-19T01:54:13.000Z	4400
2021-12-19T01:54:18.000Z	4400
2021-12-19T01:54:23.000Z	4100
2021-12-19T01:54:28.000Z	4300
2021-12-19T01:54:33.000Z	4100
2021-12-19T01:54:38.000Z	4000
2021-12-19T01:54:43.000Z	4000
2021-12-19T01:54:48.000Z	4100
2021-12-19T01:54:53.000Z	3900
2021-12-19T01:54:58.000Z	3600
2021-12-19T01:55:03.000Z	3100
2021-12-19T01:55:08.000Z	3000
2021-12-19T01:55:13.000Z	3000
2021-12-19T01:55:18.000Z	3000
2021-12-19T01:55:23.000Z	3200
2021-12-19T01:55:28.000Z	3000
2021-12-19T01:55:33.000Z	2900
2021-12-19T01:55:38.000Z	3000
2021-12-19T01:55:43.000Z	3000
2021-12-19T01:55:48.000Z	3000
2021-12-19T01:55:53.000Z	3300
2021-12-19T01:55:58.000Z	3100
2021-12-19T01:56:03.000Z	3200
2021-12-19T01:56:08.000Z	3300
2021-12-19T02:18:28.000Z	3200
2021-12-19T02:18:33.000Z	3100
2021-12-19T02:18:38.000Z	3200
2021-12-19T02:18:43.000Z	3100
2021-12-19T02:18:48.000Z	3000
2021-12-19T02:18:53.000Z	3100
2021-12-19T02:18:58.000Z	3100
2021-12-19T02:19:03.000Z	2900
2021-12-19T02:19:08.000Z	2800
2021-12-19T02:19:13.000Z	2700
2021-12-19T02:19:18.000Z	3100
2021-12-19T02:19:23.000Z	3100
2021-12-19T02:19:28.000Z	3100
2021-12-19T02:19:34.000Z	3000
2021-12-19T02:19:39.000Z	3100
2021-12-19T02:19:44.000Z	3000
2021-12-19T02:19:49.000Z	2800
2021-12-19T02:19:54.000Z	2600
2021-12-19T02:19:59.000Z	2600
2021-12-19T02:20:04.000Z	2600
2021-12-19T02:20:09.000Z	2700
2021-12-19T02:20:14.000Z	2500
2021-12-19T02:20:19.000Z	2400
2021-12-19T02:20:24.000Z	2600
2021-12-19T02:20:29.000Z	2400
2021-12-19T02:20:34.000Z	2300
2021-12-19T02:20:39.000Z	2600
2021-12-19T02:20:44.000Z	2600
2021-12-19T02:20:49.000Z	3000
2021-12-19T02:20:54.000Z	3400
2021-12-19T02:20:59.000Z	3400
2021-12-19T02:21:04.000Z	3600
2021-12-19T02:21:09.000Z	3700
2021-12-19T02:21:14.000Z	4000
2021-12-19T02:21:19.000Z	4200
2021-12-19T02:21:24.000Z	4000
2021-12-19T02:21:29.000Z	4300
2021-12-19T02:21:34.000Z	4300
2021-12-19T02:21:39.000Z	4000
2021-12-19T02:21:44.000Z	4200
2021-12-19T02:21:49.000Z	3800
2021-12-19T02:21:54.000Z	3600
2021-12-19T02:21:59.000Z	3600
2021-12-19T02:22:04.000Z	3600
2021-12-19T02:22:09.000Z	3500
2021-12-19T02:22:14.000Z	3000
2021-12-19T02:22:19.000Z	2800
2021-12-19T02:22:24.000Z	2800
2021-12-19T02:22:29.000Z	2800
2021-12-19T02:22:34.000Z	2800
2021-12-19T02:22:39.000Z	2700
2021-12-19T02:22:44.000Z	2900
2021-12-19T02:22:49.000Z	3100
2021-12-19T02:22:54.000Z	2800
2021-12-19T02:22:59.000Z	3100
2021-12-19T02:23:04.000Z	3100
2021-12-19T02:23:09.000Z	2900
2021-12-19T02:23:14.000Z	3000
2021-12-19T02:23:19.000Z	2900
2021-12-19T02:23:24.000Z	3200
2021-12-19T02:23:30.000Z	2900
2021-12-19T02:23:35.000Z	2800
2021-12-19T02:23:39.000Z	3100
2021-12-19T02:23:44.000Z	2800
2021-12-19T02:23:49.000Z	2700
2021-12-19T02:23:55.000Z	3000
2021-12-19T02:24:00.000Z	2700
2021-12-19T02:24:05.000Z	2600
2021-12-19T02:24:10.000Z	2900
2021-12-19T02:24:15.000Z	3100
2021-12-19T02:24:20.000Z	3000
2021-12-19T02:24:25.000Z	2800
2021-12-19T02:24:30.000Z	2900
2021-12-19T02:24:35.000Z	3200
2021-12-19T02:24:40.000Z	3200
2021-12-19T02:24:45.000Z	3300
2021-12-19T02:24:50.000Z	3600
2021-12-19T02:24:55.000Z	3600
2021-12-19T02:25:00.000Z	3800
2021-12-19T02:25:05.000Z	3800
2021-12-19T02:25:10.000Z	3900
2021-12-19T02:25:15.000Z	3800
2021-12-19T02:25:20.000Z	3800
2021-12-19T02:25:25.000Z	3700
2021-12-19T02:25:30.000Z	3900
2021-12-19T02:25:35.000Z	3900
2021-12-19T02:25:40.000Z	3700
2021-12-19T02:25:45.000Z	3500
2021-12-19T02:25:50.000Z	3300
2021-12-19T02:25:55.000Z	3400
2021-12-19T02:26:00.000Z	3300
2021-12-19T02:26:05.000Z	3400
2021-12-19T02:26:10.000Z	3000
2021-12-19T02:26:15.000Z	3000
2021-12-19T02:26:20.000Z	3200
2021-12-19T02:26:25.000Z	3100
2021-12-19T02:26:30.000Z	3200
2021-12-19T02:26:35.000Z	3000
2021-12-19T02:26:40.000Z	3100
2021-12-19T02:26:45.000Z	3200
2021-12-19T02:26:50.000Z	3400
2021-12-19T02:26:55.000Z	3300
2021-12-19T02:27:00.000Z	3200
2021-12-19T02:27:05.000Z	3200
2021-12-19T02:27:10.000Z	3400
2021-12-19T02:27:15.000Z	3500
2021-12-19T02:27:20.000Z	3600
2021-12-19T02:27:25.000Z	3900
2021-12-19T02:27:30.000Z	3800
2021-12-19T02:27:35.000Z	3800
2021-12-19T02:27:40.000Z	3900
2021-12-19T02:27:45.000Z	3700
2021-12-19T02:27:50.000Z	3600
2021-12-19T02:27:55.000Z	3500
2021-12-19T02:28:00.000Z	3500
2021-12-19T02:28:05.000Z	3100
2021-12-19T02:28:11.000Z	2900
2021-12-19T02:28:16.000Z	3100
2021-12-19T02:28:21.000Z	2900
2021-12-19T02:28:26.000Z	2900
2021-12-19T02:28:31.000Z	2900
2021-12-19T02:28:36.000Z	3100
2021-12-19T02:28:41.000Z	3000
2021-12-19T02:28:46.000Z	3400
2021-12-19T02:28:51.000Z	3300
2021-12-19T02:28:56.000Z	3500
2021-12-19T02:29:01.000Z	3400
2021-12-19T02:29:06.000Z	3700
2021-12-19T02:29:11.000Z	3900
2021-12-19T02:29:16.000Z	3700
2021-12-19T02:29:21.000Z	3600
2021-12-19T02:29:26.000Z	3400
2021-12-19T01:25:11.000Z	3200
2021-12-19T01:25:16.000Z	3000
2021-12-19T01:25:21.000Z	3200
2021-12-19T01:25:26.000Z	2900
2021-12-19T01:25:31.000Z	3100
2021-12-19T01:25:36.000Z	3400
2021-12-19T01:25:41.000Z	3500
2021-12-19T01:25:46.000Z	3700
2021-12-19T01:25:51.000Z	3600
2021-12-19T01:25:56.000Z	3400
2021-12-19T01:26:01.000Z	3400
2021-12-19T01:26:06.000Z	3300
2021-12-19T02:29:31.000Z	3200
2021-12-19T02:29:36.000Z	3500
2021-12-19T02:29:41.000Z	3600
2021-12-19T02:29:46.000Z	3400
2021-12-19T02:29:51.000Z	3600
2021-12-19T02:29:56.000Z	3600
2021-12-19T02:30:01.000Z	3700
2021-12-19T02:30:06.000Z	3600
2021-12-19T02:30:11.000Z	3300
2021-12-19T02:30:16.000Z	3500
2021-12-19T02:30:21.000Z	3600
2021-12-19T02:30:26.000Z	3700
2021-12-19T02:30:31.000Z	3800
2021-12-19T02:30:36.000Z	3500
2021-12-19T02:30:41.000Z	3400
2021-12-19T02:30:46.000Z	3700
2021-12-19T02:30:51.000Z	3600
2021-12-19T02:30:56.000Z	3400
2021-12-19T02:31:01.000Z	3500
2021-12-19T02:31:06.000Z	3700
2021-12-19T02:31:11.000Z	3900
2021-12-19T02:31:41.000Z	4700
2021-12-19T02:31:46.000Z	4600
2021-12-19T02:31:51.000Z	4600
2021-12-19T02:31:56.000Z	4400
2021-12-19T02:32:01.000Z	4500
2021-12-19T02:32:06.000Z	4400
2021-12-19T02:32:11.000Z	4800
2021-12-19T02:32:16.000Z	4900
2021-12-19T02:32:22.000Z	4600
2021-12-19T02:32:27.000Z	4700
2021-12-19T02:32:32.000Z	5000
2021-12-19T02:32:37.000Z	4800
2021-12-19T02:32:42.000Z	4600
2021-12-19T02:32:47.000Z	4400
2021-12-19T02:32:52.000Z	4300
2021-12-19T02:32:57.000Z	4600
2021-12-19T02:33:02.000Z	4600
2021-12-19T02:33:07.000Z	4700
2021-12-19T02:33:12.000Z	4200
2021-12-19T02:33:17.000Z	3900
2021-12-19T02:33:22.000Z	4100
2021-12-19T02:33:27.000Z	3800
2021-12-19T02:33:32.000Z	3400
2021-12-19T02:33:37.000Z	3400
2021-12-19T02:33:42.000Z	3700
2021-12-19T02:33:47.000Z	3500
2021-12-19T02:33:52.000Z	3500
2021-12-19T02:33:57.000Z	3200
2021-12-19T02:34:02.000Z	3300
2021-12-19T02:34:07.000Z	3400
2021-12-19T02:34:12.000Z	3800
2021-12-19T02:34:17.000Z	3700
2021-12-19T02:34:22.000Z	3700
2021-12-19T02:34:27.000Z	3900
2021-12-19T02:34:32.000Z	3900
2021-12-19T02:34:37.000Z	3500
2021-12-19T02:34:42.000Z	3000
2021-12-19T02:34:47.000Z	3400
2021-12-19T02:34:52.000Z	3500
2021-12-19T02:34:57.000Z	4000
2021-12-19T02:35:02.000Z	4000
2021-12-19T02:35:07.000Z	4000
2021-12-19T02:35:12.000Z	3600
2021-12-19T02:35:17.000Z	3700
2021-12-19T02:35:22.000Z	3500
2021-12-19T02:35:27.000Z	3400
2021-12-19T02:35:32.000Z	3300
2021-12-19T02:35:37.000Z	3300
2021-12-19T02:35:42.000Z	3300
2021-12-19T02:35:47.000Z	3400
2021-12-19T02:35:52.000Z	3300
2021-12-19T02:35:57.000Z	3000
2021-12-19T02:36:02.000Z	3000
2021-12-19T02:36:07.000Z	2900
2021-12-19T02:36:12.000Z	3000
2021-12-19T02:36:17.000Z	3100
2021-12-19T02:36:22.000Z	3200
2021-12-19T02:36:28.000Z	3400
2021-12-19T02:36:33.000Z	3800
2021-12-19T02:36:38.000Z	3800
2021-12-19T02:36:43.000Z	3900
2021-12-19T02:36:48.000Z	3500
2021-12-19T02:36:53.000Z	4000
2021-12-19T02:36:58.000Z	4100
2021-12-19T02:37:03.000Z	4000
2021-12-19T02:37:08.000Z	3900
2021-12-19T02:37:13.000Z	3900
2021-12-19T02:37:18.000Z	4000
2021-12-19T02:37:23.000Z	4200
2021-12-19T02:37:28.000Z	3700
2021-12-19T02:37:33.000Z	3200
2021-12-19T02:37:38.000Z	3400
2021-12-19T02:37:43.000Z	3600
2021-12-19T02:37:48.000Z	3800
2021-12-19T02:37:53.000Z	3500
2021-12-19T02:37:58.000Z	3500
2021-12-19T02:38:03.000Z	3400
2021-12-19T02:38:08.000Z	3500
2021-12-19T02:38:13.000Z	3800
2021-12-19T02:38:18.000Z	3500
2021-12-19T02:38:23.000Z	3500
2021-12-19T02:38:28.000Z	3600
2021-12-19T02:38:33.000Z	3900
2021-12-19T02:38:38.000Z	3900
2021-12-19T02:38:43.000Z	4200
2021-12-19T02:38:48.000Z	4200
2021-12-19T02:38:53.000Z	4000
2021-12-19T02:38:58.000Z	3900
2021-12-19T02:39:03.000Z	4000
2021-12-19T02:39:08.000Z	4000
2021-12-19T02:39:13.000Z	3800
2021-12-19T02:39:18.000Z	4000
2021-12-19T02:39:23.000Z	3700
2021-12-19T02:39:28.000Z	3900
2021-12-19T02:39:33.000Z	4000
2021-12-19T02:39:38.000Z	4000
2021-12-19T02:39:43.000Z	3900
2021-12-19T02:39:48.000Z	3600
2021-12-19T02:39:53.000Z	3800
2021-12-19T02:39:58.000Z	3800
2021-12-19T02:40:03.000Z	4200
2021-12-19T02:40:08.000Z	4100
2021-12-19T02:40:13.000Z	4000
2021-12-19T02:40:18.000Z	3900
2021-12-19T02:40:23.000Z	4000
2021-12-19T02:40:28.000Z	3900
2021-12-19T02:40:33.000Z	3700
2021-12-19T02:40:38.000Z	3900
2021-12-19T02:40:44.000Z	4200
2021-12-19T02:40:49.000Z	4600
2021-12-19T02:40:54.000Z	4600
2021-12-19T02:40:59.000Z	4600
2021-12-19T02:41:04.000Z	4000
2021-12-19T02:41:09.000Z	4200
2021-12-19T02:41:14.000Z	4100
2021-12-19T02:41:19.000Z	4000
2021-12-19T02:41:24.000Z	4100
2021-12-19T02:41:29.000Z	4300
2021-12-19T02:41:34.000Z	4200
2021-12-19T02:41:39.000Z	4000
2021-12-19T02:41:44.000Z	3700
2021-12-19T02:41:49.000Z	3400
2021-12-19T02:41:54.000Z	3200
2021-12-19T02:41:59.000Z	3200
2021-12-19T02:42:04.000Z	3300
2021-12-19T02:42:09.000Z	2900
2021-12-19T02:42:14.000Z	2900
2021-12-19T02:42:19.000Z	3400
2021-12-19T02:42:24.000Z	3100
2021-12-19T02:42:29.000Z	2800
2021-12-19T02:42:34.000Z	2900
2021-12-19T02:42:39.000Z	2800
2021-12-19T02:42:44.000Z	2400
2021-12-19T02:42:49.000Z	2700
2021-12-19T02:42:54.000Z	2800
2021-12-19T02:42:59.000Z	2700
2021-12-19T02:43:04.000Z	2700
2021-12-19T02:43:09.000Z	3000
2021-12-19T02:43:14.000Z	3400
2021-12-19T02:43:19.000Z	3100
2021-12-19T02:43:24.000Z	3400
2021-12-19T02:43:29.000Z	3400
2021-12-19T02:43:34.000Z	3300
2021-12-19T02:43:39.000Z	3200
2021-12-19T02:43:44.000Z	3400
2021-12-19T02:43:49.000Z	3700
2021-12-19T02:43:54.000Z	3600
2021-12-19T02:43:59.000Z	3800
2021-12-19T02:44:04.000Z	4000
2021-12-19T02:44:09.000Z	3800
2021-12-19T02:44:14.000Z	3500
2021-12-19T02:44:19.000Z	3700
2021-12-19T02:44:24.000Z	3600
2021-12-19T02:44:29.000Z	4000
2021-12-19T02:44:34.000Z	4500
2021-12-19T02:44:40.000Z	4600
2021-12-19T02:44:45.000Z	4500
2021-12-19T02:44:50.000Z	4300
2021-12-19T02:44:55.000Z	4600
2021-12-19T02:45:00.000Z	4600
2021-12-19T02:45:05.000Z	4400
2021-12-19T02:45:10.000Z	4400
2021-12-19T02:45:15.000Z	4400
2021-12-19T02:45:20.000Z	4100
2021-12-19T02:45:25.000Z	4200
2021-12-19T02:45:30.000Z	3900
2021-12-19T02:45:35.000Z	3500
2021-12-19T02:45:40.000Z	3300
2021-12-19T02:45:45.000Z	3700
2021-12-19T02:45:50.000Z	3800
2021-12-19T02:45:55.000Z	3400
2021-12-19T02:46:00.000Z	3400
2021-12-19T02:46:05.000Z	3400
2021-12-19T02:46:10.000Z	3500
2021-12-19T02:46:15.000Z	3700
2021-12-19T02:46:20.000Z	3900
2021-12-19T02:46:25.000Z	4200
2021-12-19T02:46:30.000Z	4200
2021-12-19T02:46:35.000Z	4100
2021-12-19T02:46:40.000Z	4300
2021-12-19T02:46:45.000Z	4000
2021-12-19T02:46:50.000Z	4000
2021-12-19T02:46:55.000Z	4000
2021-12-19T02:47:00.000Z	3800
2021-12-19T02:47:05.000Z	3800
2021-12-19T02:47:10.000Z	3900
2021-12-19T02:47:15.000Z	3700
2021-12-19T02:47:20.000Z	3800
2021-12-19T02:47:25.000Z	3500
2021-12-19T02:47:30.000Z	3400
2021-12-19T02:47:35.000Z	3300
2021-12-19T02:47:40.000Z	3300
2021-12-19T02:47:45.000Z	3100
2021-12-19T02:47:50.000Z	2500
2021-12-19T02:47:55.000Z	2800
2021-12-19T01:56:13.000Z	3400
2021-12-19T01:56:18.000Z	3300
2021-12-19T01:56:23.000Z	3200
2021-12-19T01:56:28.000Z	3200
2021-12-19T01:56:33.000Z	3300
2021-12-19T01:56:38.000Z	3500
2021-12-19T01:56:43.000Z	3800
2021-12-19T01:56:48.000Z	3600
2021-12-19T01:56:53.000Z	3400
2021-12-19T01:56:58.000Z	3500
2021-12-19T01:57:03.000Z	3400
2021-12-19T01:57:08.000Z	3300
2021-12-19T01:57:13.000Z	3400
2021-12-19T01:57:18.000Z	3700
2021-12-19T01:57:23.000Z	3900
2021-12-19T01:57:28.000Z	4100
2021-12-19T01:57:33.000Z	4200
2021-12-19T01:57:38.000Z	4100
2021-12-19T01:57:43.000Z	3700
2021-12-19T01:57:48.000Z	4100
2021-12-19T01:57:53.000Z	3900
2021-12-19T01:57:58.000Z	4000
2021-12-19T01:58:04.000Z	4300
2021-12-19T01:58:09.000Z	4700
2021-12-19T01:58:14.000Z	4400
2021-12-19T01:58:19.000Z	4000
2021-12-19T01:58:24.000Z	3700
2021-12-19T01:58:29.000Z	3500
2021-12-19T01:58:34.000Z	3400
2021-12-19T01:58:39.000Z	3300
2021-12-19T01:58:44.000Z	3400
2021-12-19T01:58:49.000Z	3200
2021-12-19T01:58:54.000Z	3400
2021-12-19T01:58:59.000Z	3400
2021-12-19T01:59:04.000Z	3400
2021-12-19T01:59:09.000Z	2900
2021-12-19T01:59:14.000Z	3100
2021-12-19T01:59:19.000Z	3100
2021-12-19T01:59:24.000Z	3300
2021-12-19T01:59:29.000Z	3200
2021-12-19T01:59:34.000Z	3200
2021-12-19T01:59:39.000Z	3000
2021-12-19T01:59:44.000Z	3000
2021-12-19T01:59:49.000Z	3100
2021-12-19T01:59:54.000Z	3000
2021-12-19T01:59:59.000Z	3100
2021-12-19T02:00:04.000Z	3100
2021-12-19T02:00:09.000Z	3100
2021-12-19T02:00:14.000Z	2900
2021-12-19T02:00:19.000Z	3200
2021-12-19T02:00:24.000Z	3200
2021-12-19T02:00:29.000Z	3400
2021-12-19T02:00:34.000Z	3300
2021-12-19T02:00:39.000Z	3700
2021-12-19T02:00:44.000Z	3700
2021-12-19T02:00:49.000Z	3800
2021-12-19T02:00:54.000Z	3700
2021-12-19T02:00:59.000Z	3500
2021-12-19T02:01:04.000Z	3400
2021-12-19T02:01:09.000Z	3500
2021-12-19T02:01:14.000Z	3500
2021-12-19T02:01:19.000Z	3400
2021-12-19T02:01:24.000Z	3400
2021-12-19T02:01:29.000Z	3700
2021-12-19T02:01:34.000Z	3900
2021-12-19T02:01:39.000Z	3400
2021-12-19T02:01:44.000Z	3500
2021-12-19T02:01:49.000Z	3100
2021-12-19T02:01:54.000Z	3400
2021-12-19T02:01:59.000Z	3300
2021-12-19T02:02:04.000Z	3200
2021-12-19T02:02:09.000Z	3100
2021-12-19T02:02:14.000Z	3100
2021-12-19T02:02:20.000Z	3000
2021-12-19T02:02:25.000Z	2900
2021-12-19T02:02:30.000Z	2300
2021-12-19T02:02:35.000Z	2700
2021-12-19T02:02:40.000Z	3000
2021-12-19T02:02:45.000Z	3200
2021-12-19T02:02:50.000Z	3200
2021-12-19T02:02:55.000Z	3300
2021-12-19T02:03:00.000Z	3600
2021-12-19T02:03:05.000Z	3800
2021-12-19T02:03:10.000Z	4100
2021-12-19T02:03:15.000Z	4200
2021-12-19T02:03:20.000Z	4300
2021-12-19T02:03:25.000Z	4500
2021-12-19T02:03:30.000Z	4900
2021-12-19T02:03:35.000Z	4500
2021-12-19T02:03:40.000Z	4800
2021-12-19T02:03:45.000Z	4400
2021-12-19T02:03:50.000Z	4500
2021-12-19T02:03:55.000Z	4700
2021-12-19T02:04:00.000Z	4600
2021-12-19T02:04:05.000Z	4300
2021-12-19T02:04:10.000Z	3800
2021-12-19T02:04:15.000Z	4400
2021-12-19T02:04:20.000Z	4300
2021-12-19T02:04:25.000Z	4100
2021-12-19T02:04:30.000Z	3900
2021-12-19T02:04:35.000Z	3700
2021-12-19T02:04:40.000Z	3400
2021-12-19T02:04:45.000Z	3500
2021-12-19T02:04:50.000Z	3800
2021-12-19T02:04:55.000Z	3600
2021-12-19T02:05:00.000Z	3600
2021-12-19T02:05:05.000Z	4000
2021-12-19T02:05:10.000Z	4500
2021-12-19T02:05:15.000Z	4300
2021-12-19T02:05:20.000Z	4300
2021-12-19T02:05:25.000Z	4200
2021-12-19T02:05:30.000Z	4500
2021-12-19T02:05:35.000Z	4500
2021-12-19T02:05:40.000Z	4600
2021-12-19T02:05:45.000Z	4600
2021-12-19T02:05:50.000Z	4400
2021-12-19T02:05:56.000Z	4000
2021-12-19T02:06:01.000Z	4200
2021-12-19T02:06:05.000Z	4000
2021-12-19T02:06:10.000Z	3600
2021-12-19T02:06:15.000Z	3100
2021-12-19T02:06:20.000Z	3100
2021-12-19T02:06:25.000Z	3600
2021-12-19T02:13:12.000Z	3500
2021-12-19T02:13:17.000Z	3500
2021-12-19T02:13:22.000Z	3600
